PSM,NearestRoad,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,TotalUnits,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
53017.5,Arun Amarin Road,4.7,0.89,21.39,3.32,4.32,Wat Ratchabophit,Phra Nakhon,588,25,0,1,1,0,1,1,0,0
78427.14,Asoke Din Daeng Road,2.24,2.35,17.74,3.63,1.78,Din Daeng,Din Daeng,920,11,0,1,1,0,1,1,0,0
109696,Asoke Din Daeng Road,2.22,2.36,17.75,3.66,1.73,Din Daeng,Din Daeng,491,5,1,1,1,0,0,0,0,0
119298,Asoke Din Daeng Road,2.05,2.74,17.85,2.52,1.11,Din Daeng,Din Daeng,226,5,0,1,1,0,1,1,0,0
105328,Asoke Din Daeng Road,0.7,1.2,15.3,0.5,0.5,Sam Sen Nai,Phaya Thai,389,6,1,1,1,1,0,0,0,0
269085.5,Asoke Din Daeng Road,3.76,4.53,16.36,4.2,2.46,Sam Sen Nai,Phaya Thai,611,1,1,1,1,0,0,0,0,0
87930,Asoke Din Daeng Road,2.24,1.37,14.96,1.42,3.82,Sam Sen Nai,Phaya Thai,133,10,1,1,1,0,1,1,0,0
98094,Asoke Din Daeng Road,2.34,2.94,15.95,2.4,2.16,Sam Sen Nai,Phaya Thai,537,11,0,1,1,0,1,1,0,0
107399.67,Asoke Din Daeng Road,4.69,4.74,15.3,1.73,3.48,Sam Sen Nai,Phaya Thai,58,9,0,0,0,0,0,1,0,0
131887,Asoke Din Daeng Road,2.16,1.46,14.88,1.44,3.89,Thung Phaya Thai,Ratchathewi,152,11,0,1,1,0,1,1,0,0
100000,Asoke Din Daeng Road,4.76,1.49,15.31,2,3.51,Sam Sen Nai,Phaya Thai,117,16,1,1,1,0,1,1,0,0
150755,Asoke Din Daeng Road,4.12,4.87,16.01,4.57,2.83,Sam Sen Nai,Phaya Thai,191,12,0,1,1,0,0,0,0,0
338527.09,Asoke Montri Road,3.3,1.62,19.94,0.23,2.53,Khlong Tan Nuea,Watthana,156,5,1,1,1,0,0,1,0,0
138517.5,Asoke Montri Road,2.68,1,19.64,1.01,3.55,Khlong Tan Nuea,Watthana,70,16,0,1,1,0,1,1,0,0
97823.29,Asoke Montri Road,3.31,1.6,19.88,0.56,2.46,Khlong Toei Nuea,Watthana,146,31,0,1,1,0,1,1,0,0
140385.6,Asoke Montri Road,3.25,1.58,19.54,1.07,2.29,Khlong Tan Nuea,Watthana,87,11,0,1,1,0,1,1,0,0
203552,Asoke Montri Road,3.27,1.68,20.09,0.26,2.63,Khlong Tan,Khlong Toei,185,18,0,1,0,0,1,1,0,0
142368,Asoke Montri Road,2.32,0.68,20.26,0.87,3.43,Khlong Toei,Khlong Toei,192,19,0,1,1,0,0,0,1,0
107692,Asoke Montri Road,2.51,0.96,20.56,0.7,3.68,Khlong Toei,Khlong Toei,54,32,0,1,1,0,0,1,1,0
208865.67,Asoke Montri Road,0.8,1.8,20.37,0.6,1.6,Khlong Toei,Khlong Toei,604,15,1,1,1,0,0,1,0,0
133994.14,Asoke Montri Road,0.3,0.7,19.79,0.5,1.4,Khlong Toei Nuea,Watthana,220,15,0,1,1,0,1,1,0,0
243787.23,Asoke Montri Road,0.5,0.5,20,0.6,1.5,Khlong Toei Nuea,Watthana,419,5,1,1,1,0,0,0,0,0
153333,Asoke Montri Road,0.52,0.4,19.8,0.68,3.3,Khlong Toei Nuea,Watthana,76,4,0,1,0,0,1,1,1,0
198053.5,Asoke Montri Road,0.2,1.7,20,0.1,0.8,Khlong Tan Nuea,Watthana,166,15,1,1,1,0,0,0,0,0
185255.8,Asoke Montri Road,0.4,0.8,18.93,0.5,1.3,Khlong Tan Nuea,Watthana,83,4,1,1,1,0,0,0,0,0
295390.4,Asoke Montri Road,0.1,0.9,19.79,0.2,1.7,Khlong Toei Nuea,Watthana,783,7,1,1,1,0,0,0,0,0
73554,Asoke Montri Road,0.9,1.3,19.8,0.8,0.5,Khlong Tan Nuea,Watthana,97,38,0,1,1,0,1,1,0,0
65135.33,Asoke Montri Road,0.52,1.5,19.79,2.4,2.7,Khlong Toei Nuea,Watthana,28,30,0,1,0,0,0,1,0,0
241151,Asoke Montri Road,0.6,1.2,18.93,0.4,1,Khlong Tan Nuea,Watthana,274,4,1,1,1,0,0,0,0,0
78598.5,Asoke Montri Road,0.5,0.5,19.79,0.6,1.4,Khlong Toei Nuea,Watthana,79,31,0,1,1,0,1,1,0,0
308542.2,Asoke Montri Road,0.2,0.9,19.79,0.3,1.5,Khlong Toei Nuea,Watthana,201,5,0,1,1,0,0,1,0,0
74066,Asoke Montri Road,1.4,1,19.8,0.9,0.9,Khlong Tan Nuea,Watthana,500,30,0,1,0,0,1,1,0,0
141832.4,Asoke Montri Road,0.2,1.7,19.8,0.3,0.7,Khlong Toei Nuea,Watthana,130,32,0,1,0,0,0,1,0,0
135985,Asoke Montri Road,1.36,1,19.9,1,0.9,Khlong Tan Nuea,Watthana,73,29,0,1,1,0,1,1,0,0
306424.5,Asoke Montri Road,0.6,1.2,18.93,0.4,1,Khlong Tan Nuea,Watthana,277,5,1,1,1,0,0,0,0,0
114828.67,Asoke Montri Road,0.5,0.4,20,0.6,1.5,Khlong Toei Nuea,Watthana,481,20,1,1,1,0,1,1,0,0
109843.33,Asoke Montri Road,0.3,0.3,19.6,1,1.2,Khlong Toei Nuea,Watthana,453,14,0,1,1,0,0,0,1,0
318348.7,Asoke Montri Road,0.2,1.6,20,0.2,0.7,Khlong Toei Nuea,Watthana,178,10,1,1,1,0,0,0,0,0
131250,Asoke Montri Road,0.6,1.2,18.93,0.4,1,Khlong Tan Nuea,Watthana,99,12,0,1,1,0,1,1,0,0
289333,Asoke Montri Road,0.4,1.5,19.9,0.3,0.6,Khlong Tan Nuea,Watthana,352,2,0,1,1,0,0,1,0,0
224852.33,Asoke Montri Road,0.3,1.1,19.79,0.3,1.5,Khlong Toei Nuea,Watthana,443,8,1,1,1,0,1,1,0,0
145952,Asoke Montri Road,0.5,1.2,19.79,0.5,1.3,Khlong Toei Nuea,Watthana,117,10,1,1,1,0,1,1,0,0
93504.25,Asoke Montri Road,0.4,0.2,19.8,0.8,1.3,Khlong Toei Nuea,Watthana,358,18,1,1,1,0,1,1,1,0
214361.4,Asoke Montri Road,0.5,0.6,19.79,0.7,1.3,Khlong Toei Nuea,Watthana,161,12,1,1,1,0,1,1,0,0
188552.5,Asoke Montri Road,0.5,0.9,19.79,0.6,1.2,Khlong Toei Nuea,Watthana,171,6,1,1,1,1,0,0,0,0
219040.5,Asoke Montri Road,0.5,0.7,19.79,0.5,1.7,Khlong Toei Nuea,Watthana,288,5,0,1,1,0,1,1,0,0
231645.88,Asoke Montri Road,0.7,0.5,20,0.8,1.3,Khlong Tan Nuea,Watthana,63,5,0,1,1,0,1,1,0,0
307562.29,Asoke Montri Road,0.1,0.9,20.37,0.2,1.6,Khlong Toei,Khlong Toei,217,4,1,1,1,0,1,1,0,0
142110,Asoke Montri Road,1.2,1.1,19.9,1.1,0.7,Khlong Tan Nuea,Watthana,70,6,0,1,1,0,1,1,0,0
214560.22,Asoke Montri Road,0.5,0.7,19.79,0.5,1.7,Khlong Toei Nuea,Watthana,586,4,0,1,1,0,0,1,0,0
83893.5,Asoke Montri Road,0.4,0.5,19.79,0.5,1.6,Khlong Toei Nuea,Watthana,344,28,0,1,0,0,1,1,0,0
151092.75,Asoke Montri Road,0.6,0.5,19.9,0.7,1.5,Khlong Toei Nuea,Watthana,213,11,1,1,1,0,1,1,0,0
23064,Bang Khun Non Road,1.55,4.35,21.65,2.07,2.91,Bang Khun Non,Bangkok Noi,402,28,0,1,0,0,1,1,0,0
51333,Bang Khun Non Road,0.89,3.7,21.63,1.66,2.25,Bang Khun Non,Bangkok Noi,445,12,0,1,0,0,1,1,0,0
95813,Bang Khun Thian Road,9.7,2.41,33.46,1.1,0.6,Samae Dam,Bang Khun Thian,244,5,0,1,1,0,1,1,0,0
51237,Bang Khun Thian Road,8.3,2.41,33.46,1,0.6,Samae Dam,Bang Khun Thian,322,7,1,1,1,0,1,1,0,0
56219,Bang Khun Thian Road,8.4,2.41,33.46,1.5,1.38,Samae Dam,Bang Khun Thian,458,10,1,1,1,0,1,1,0,0
62553,Bang Khun Thian Road,8,3.27,32.89,2.54,1.76,Samae Dam,Bang Khun Thian,728,7,0,1,1,0,0,0,1,0
42002.2,Bang Khun Thian Road,7.7,1.55,34.02,2.14,3.43,Samae Dam,Bang Khun Thian,2032,15,0,1,1,0,1,1,0,0
51739,Bang Waek Road,1.4,4.4,14.6,1.3,0.2,Bang Khae,Bang Khae,284,11,0,1,1,0,1,1,0,0
58548.8,Bang Waek Road,0.69,2.9,14.6,0.3,1.7,Bang Khae,Bang Khae,2706,11,0,1,1,1,0,0,1,0
80566,Bang Waek Road,0.5,3.64,14.6,0.1,1,Bang Khae,Bang Khae,645,6,1,1,1,0,1,1,1,0
53226,Bang Waek Road,1.4,4.4,14.6,1.3,0.2,Bang Khae,Bang Khae,811,10,1,1,1,0,1,1,1,0
103864,Bang Waek Road,0.5,3,33,0.8,0.6,Bang Duan,Phasi Charoen,294,6,0,1,1,0,0,0,0,0
45217,Bang Waek Road,3.78,3.32,26.46,3.1,4.47,Bang Waek,Phasi Charoen,1085,7,1,1,1,0,0,0,0,0
110955,Bangkok Nonthaburi Road,1.7,2.71,17.35,2.34,1.09,Phaya Thai,Phaya Thai,16,5,0,1,1,0,0,1,0,0
110465,Bangkok Nonthaburi Road,0.3,1,16.7,1.5,1,Sam Sen Nai,Phaya Thai,79,11,1,1,1,0,1,1,0,0
115686.2,Bangkok Nonthaburi Road,1,1.8,15.8,0.8,0.9,Sam Sen Nai,Phaya Thai,154,12,1,1,1,0,0,0,0,0
106939,Bangkok Nonthaburi Road,0.3,1.2,16.4,1.2,1.2,Sam Sen Nai,Phaya Thai,210,15,0,1,1,0,1,1,0,0
166579.67,Bangkok Nonthaburi Road,3.75,4.59,16.44,4.18,2.42,Sam Sen Nai,Phaya Thai,516,8,1,1,1,0,1,1,0,0
142280.33,Bangkok Nonthaburi Road,3.51,4.35,16.64,3.95,2.2,Sam Sen Nai,Phaya Thai,282,11,1,1,1,0,1,1,0,0
136534.5,Bangkok Nonthaburi Road,3.82,4.66,16.39,4.25,2.49,Sam Sen Nai,Phaya Thai,189,14,1,1,1,0,1,1,0,0
109906,Bangkok Nonthaburi Road,4.09,4.96,16.2,4.52,2.75,Sam Sen Nai,Phaya Thai,79,15,0,1,0,0,0,1,0,0
120253,Bangkok Nonthaburi Road,3.32,4.24,16.89,3.74,1.98,Sam Sen Nai,Phaya Thai,94,17,0,1,0,0,0,1,0,0
187097,Bangkok Nonthaburi Road,3.61,4.63,16.82,4.01,2.23,Sam Sen Nai,Phaya Thai,23,3,0,1,1,0,0,1,0,0
175169,Bangkok Nonthaburi Road,3.71,4.58,16.52,4.14,2.37,Sam Sen Nai,Phaya Thai,54,6,0,1,1,0,1,1,0,0
120636,Bangkok Nonthaburi Road,3.53,4.42,16.67,3.96,2.2,Sam Sen Nai,Phaya Thai,70,19,1,1,1,0,1,1,0,0
106724,Bangkok Nonthaburi Road,4.68,4.05,15.57,2.48,3.36,Sam Sen Nai,Phaya Thai,109,10,1,1,1,0,1,1,0,0
129497.2,Bangkok Nonthaburi Road,3.85,4.68,16.35,4.28,2.53,Sam Sen Nai,Phaya Thai,217,18,0,1,1,0,1,1,1,0
133045.5,Bangkok Nonthaburi Road,3.76,4.69,16.56,4.17,2.4,Sam Sen Nai,Phaya Thai,79,7,0,1,1,0,1,1,0,0
68822,Borommaratchachonnani Road,2.2,2.3,23.8,1.8,0.6,Taling Chan,Taling Chan,992,9,0,1,1,1,0,0,0,0
60922.25,Chaeng Watthana Road,0.2,0.4,5.1,0.2,1.49,Anusawari,Bang Khen,1568,16,1,1,1,0,0,1,0,0
56897,Chaeng Watthana Road,0.2,0.5,7.7,2.1,2.6,Thung Song Hong,Lak Si,158,6,1,1,1,0,1,1,0,0
55605.2,Chaloem Phra Kiat Rama 9 Road,3.72,3.79,7.63,2.88,1.36,Prawet,Prawet,498,8,1,1,1,0,1,1,0,0
59712,Chalong Krung Road,0.8,1.8,28.2,1.5,0.5,Bang Kho Laem,Bang Kho Laem,822,10,1,1,1,0,1,1,0,0
488710.79,Chalong Krung Road,0.9,0.4,23.11,1,1.4,Yan Nawa,Sathon,355,6,0,1,0,0,1,1,0,0
153084,Chalong Krung Road,1,0.5,27,1.1,1.5,Wat Phraya Krai,Bang Kho Laem,788,18,0,1,0,0,1,1,0,0
81112.6,Chang Akat Uthit Road,0.4,1,3.2,0.2,0.1,Anusawari,Bang Khen,465,7,1,1,1,0,0,0,0,0
67900,Chang Akat Uthit Road,2.57,3.87,1.6,0.84,2.71,Si Kan,Don Mueang,673,7,0,1,1,0,1,1,0,0
55385,Charan Sanitwong Road,0.3,1.3,19.35,0.6,1.5,Bang Bamru,Bang Phlat,420,15,0,1,0,0,1,1,0,0
72857.5,Charan Sanitwong Road,0.2,1.1,18.73,0.7,1.6,Bang Yi Khan,Bang Phlat,247,11,1,1,1,0,0,1,1,0
57987,Charan Sanitwong Road,0.6,1.7,19.5,1.2,1.5,Bang Bamru,Bang Phlat,79,7,0,1,1,0,1,1,0,0
56333,Charan Sanitwong Road,0.6,1.5,19.35,0.3,1.2,Bang Bamru,Bang Phlat,580,18,1,1,1,0,1,1,1,0
76899.33,Charan Sanitwong Road,0.7,0.6,18.73,1.7,2.3,Bang Yi Khan,Bang Phlat,446,5,1,1,1,1,0,0,0,0
98624.33,Charan Sanitwong Road,0.1,0.9,20,0.9,1.6,Bang Yi Khan,Bang Phlat,1784,5,1,1,1,0,0,0,0,0
71478.6,Charan Sanitwong Road,0.52,1.8,19.35,0.3,0.5,Bang Bamru,Bang Phlat,2707,13,0,1,1,0,1,1,1,0
55556,Charan Sanitwong Road,0.2,3.3,14,2.3,1.1,Bang Yi Khan,Bang Phlat,170,31,0,0,0,0,1,1,0,0
81308,Charan Sanitwong Road,0.3,1.1,18.73,0.7,1.6,Bang Yi Khan,Bang Phlat,76,17,0,1,1,0,0,1,0,0
94260,Charan Sanitwong Road,0.3,0.7,18.8,0.8,2.4,Bang Phlat,Bang Phlat,323,5,0,1,1,0,0,0,1,0
75000,Charan Sanitwong Road,0.3,0.8,19.2,1.3,1.9,Bang Bamru,Bang Phlat,514,2,0,0,1,0,0,0,0,0
104044.5,Charan Sanitwong Road,0.1,1,18.73,0.8,1.6,Bang Yi Khan,Bang Phlat,803,7,1,1,1,0,0,0,0,0
88077,Charan Sanitwong Road,0.6,1.1,18.73,0.7,1.6,Bang Yi Khan,Bang Phlat,964,6,0,1,1,1,0,0,0,0
57364.5,Charan Sanitwong Road,4.73,1.95,19.75,0.98,3.54,Bang Yi Khan,Bang Phlat,1121,15,0,1,1,0,0,1,1,0
90909,Charan Sanitwong Road,0.1,2.75,20,0.16,3.82,Bang Yi Khan,Bang Phlat,560,6,0,1,1,1,0,0,1,0
70275,Charansanitwong Road,0.9,1.5,15.7,1.7,0.7,Bang Ao,Bang Phlat,193,5,0,1,1,0,1,1,0,0
89440,Charansanitwong Road,0.1,1.1,17.5,0.6,1.1,Bang Ao,Bang Phlat,237,5,0,1,1,0,1,1,0,0
99322,Charansanitwong Road,0.3,0.9,19.9,1,1.6,Bang Yi Khan,Bang Phlat,493,6,0,1,1,1,0,0,0,0
39991,Charansanitwong Road,0.52,0.91,19.79,0.68,1.61,Khlong Toei Nuea,Watthana,309,27,1,1,0,0,0,1,1,0
90916.2,Charoen Nakhon Road,2.65,0.9,24.48,1.7,1.4,Bang Lam Phu Lang,Khlong San,866,15,0,1,1,0,0,0,0,0
129111.29,Charoen Nakhon Road,1.7,1.1,24.48,1.8,1.2,Bang Lam Phu Lang,Khlong San,486,16,0,1,1,0,0,0,0,0
612358.24,Charoen Nakhon Road,2.71,3.56,23.91,3.54,1.65,Khlong Ton Sai,Khlong San,146,6,0,1,1,0,0,0,0,0
106435,Charoen Nakhon Road,2.64,1.27,24.28,4.51,1.28,Bang Lam Phu Lang,Khlong San,114,31,0,1,1,0,1,1,1,0
115702.14,Charoen Nakhon Road,2.65,3.02,24.48,3.43,1.84,Bang Lam Phu Lang,Khlong San,187,17,0,1,0,0,0,1,0,0
106383,Charoen Nakhon Road,2.99,2.67,25.46,2.97,2.69,Bang Lam Phu Lang,Khlong San,437,15,0,1,1,0,1,1,0,0
197696.64,Charoen Nakhon Road,3.02,1.66,24.66,1.97,1.65,Bang Lam Phu Lang,Khlong San,669,2,0,1,1,0,1,1,0,0
270000,Charoen Nakhon Road,2.71,3.56,23.91,3.54,1.65,Khlong Ton Sai,Khlong San,150,10,0,0,0,0,0,0,0,0
193468.97,Charoen Nakhon Road,0.5,0.7,23.91,0.6,0.9,Khlong Ton Sai,Khlong San,890,15,0,1,1,0,1,1,0,0
86944.33,Charoen Nakhon Road,2.3,1.4,27.8,1.8,1,Samre,Thon Buri,829,12,0,1,1,0,0,0,0,0
187774.42,Charoen Nakhon Road,1.14,1,27,1.8,1.8,Wat Phraya Krai,Bang Kho Laem,879,8,0,1,1,0,0,0,0,0
87281,Charoen Nakhon Road,1,1.8,27,1.9,1,Wat Phraya Krai,Bang Kho Laem,1971,20,0,1,1,0,0,0,1,0
171750.88,Charoen Nakhon Road,1,0.6,27,1.2,1.5,Wat Phraya Krai,Bang Kho Laem,627,2,0,1,1,0,0,1,0,0
548490.75,Charoen Nakhon Road,1,0.8,27,1.1,1.4,Wat Phraya Krai,Bang Kho Laem,829,3,0,1,1,1,1,1,0,0
108953,Charoen Nakhon Road,1.7,1.2,27,1.5,1.8,Wat Phraya Krai,Bang Kho Laem,81,4,0,1,1,0,1,1,0,0
105582.43,Charoen Rat Road,4.63,4.1,23.77,4.21,1.11,Khlong Ton Sai,Khlong San,593,12,1,1,1,0,1,1,0,0
97076.5,Charoen Rat Road,4.46,4.1,23.65,4.04,0.93,Khlong Ton Sai,Khlong San,297,16,0,1,0,0,1,1,0,0
96221.86,Charoen Rat Road,2.64,3.28,23.67,2.97,3.05,Somdet Chao Phraya,Khlong San,363,3,0,1,1,0,1,1,0,0
103562.5,Charoen Rat Road,4.81,4,23.82,4.4,1.36,Khlong Ton Sai,Khlong San,200,10,0,1,1,0,1,1,0,0
97113,Charoen Rat Road,2.34,3.89,23.87,3.92,1.66,Khlong Ton Sai,Khlong San,126,11,0,1,0,0,1,1,0,0
62451.67,Chom Thong Road,2.71,3.7,27.98,2.7,3.45,Chom Thong,Chom Thong,747,10,1,1,1,0,0,1,1,0
51698.67,Chom Thong Road,3.78,2.78,29.89,2.63,1.5,Bang Mot,Chom Thong,616,11,0,1,1,1,1,1,0,0
148511,Ekkamai Road,1.07,3.73,17.89,2.25,2.9,Phra Khanong Nuea,Watthana,6,5,0,1,1,0,1,1,0,0
119186.88,Ekkamai Road,1.23,3.36,18.12,2.05,2.07,Khlong Tan Nuea,Watthana,376,11,1,1,1,1,0,0,0,0
124558.3,Ekkamai Road,1.13,3.18,18.3,1.88,1.99,Khlong Tan Nuea,Watthana,135,16,0,1,1,0,1,1,0,0
398547,Ekkamai Road,4.39,2.68,18.79,1.46,1.74,Khlong Tan Nuea,Watthana,84,7,1,1,1,0,0,0,0,0
183921,Ekkamai Road,3.87,2.17,19.36,0.76,3.06,Khlong Tan Nuea,Watthana,85,12,0,1,1,0,1,1,0,0
155556,Ekkamai Road,4.58,2.87,18.6,1.61,1.83,Khlong Tan Nuea,Watthana,73,19,0,1,1,0,1,1,0,0
152929.33,Ekkamai Road,3.71,2.01,19.5,0.67,2.89,Khlong Tan Nuea,Watthana,137,12,0,1,1,0,1,1,1,0
99866.25,Ekkamai Road,4.52,2.84,18.78,1.35,2.55,Khlong Tan Nuea,Watthana,103,28,0,1,1,0,0,1,0,0
160240.25,Ekkamai Road,1.19,3.26,18.21,1.96,2,Khlong Tan Nuea,Watthana,173,8,1,1,1,0,0,0,0,0
184127.5,Ekkamai Road,3.95,2.28,19.34,0.77,3.2,Khlong Tan Nuea,Watthana,153,13,0,1,1,0,1,1,0,0
292951.53,Ekkamai Road,4.58,2.92,18.75,1.4,2.7,Khlong Tan Nuea,Watthana,235,5,1,1,1,0,0,0,0,0
118000,Ekkamai Road,4.75,3.11,18.68,1.58,3.01,Phra Khanong,Khlong Toei,132,9,0,1,0,0,0,1,0,0
203834.27,Ekkamai Road,3.62,1.97,19.68,0.45,2.9,Khlong Tan,Khlong Toei,246,14,0,1,1,0,1,1,0,0
88462,Ekkamai Road,2.44,0.1,17.28,3.61,3.55,Phra Khanong,Khlong Toei,772,5,1,1,1,0,1,1,0,0
121085.93,Ekkamai Road,2.13,4.89,17.05,3.36,4.15,Phra Khanong,Khlong Toei,460,12,0,1,1,0,1,1,0,0
141177.27,Ekkamai Road,4.65,3.13,19.04,1.64,3.55,Phra Khanong,Khlong Toei,466,6,1,1,1,1,0,0,0,0
123585.6,Ekkamai Road,3.66,2.08,19.77,0.59,3.02,Khlong Tan,Khlong Toei,138,16,0,1,1,0,1,1,0,0
386725.5,Ekkamai Road,3.49,1.84,19.83,0.31,2.78,Khlong Tan,Khlong Toei,146,2,0,1,1,0,1,1,0,0
119376,Ekkamai Road,4.68,3.16,19.04,1.68,3.59,Phra Khanong,Khlong Toei,105,5,0,1,1,0,1,1,0,0
188571,Ekkamai Road,1.09,3.83,18.12,2.29,3.55,Phra Khanong,Khlong Toei,449,4,1,1,1,0,1,1,0,0
179740,Ekkamai Road,3.86,2.23,19.49,0.7,3.16,Khlong Tan,Khlong Toei,48,17,0,1,0,0,0,1,0,0
150877.94,Ekkamai Road,4.64,3.17,19.17,1.72,3.75,Khlong Tan,Khlong Toei,1178,5,0,1,1,0,1,1,0,0
91814.5,Ekkamai Road,1.39,3.99,18.29,2.48,4.03,Phra Khanong,Khlong Toei,887,14,1,1,1,0,1,1,0,0
85838.29,Ekkamai Road,1.94,4.69,17.26,3.16,4.05,Phra Khanong,Khlong Toei,383,9,0,1,0,0,1,1,0,0
166169.71,Ekkamai Road,0.94,3.67,18.29,2.13,3.48,Phra Khanong,Khlong Toei,259,4,1,1,1,0,1,1,0,0
109085.55,Ekkamai Road,3.77,2.14,19.57,0.6,3.07,Khlong Tan,Khlong Toei,538,25,0,1,1,0,1,1,0,0
198796.75,Ekkamai Road,4.23,2.59,19.13,1.06,3.51,Khlong Toei,Khlong Toei,216,11,1,1,1,0,0,1,0,0
169675,Ekkamai Road,4.43,2.72,18.77,1.39,1.99,Khlong Tan,Khlong Toei,152,10,1,1,1,0,1,1,0,0
213176.33,Ekkamai Road,4.19,2.55,19.16,1.02,3.47,Khlong Tan,Khlong Toei,265,11,1,1,1,1,1,1,0,0
236782.29,Ekkamai Road,4.66,3.05,18.81,1.52,3.1,Phra Khanong,Khlong Toei,199,12,1,1,1,0,1,1,0,0
181332.25,Ekkamai Road,4.67,3.06,18.8,1.53,3.11,Phra Khanong,Khlong Toei,162,12,1,1,1,0,1,1,0,0
67519,Ekkamai Road,2.5,0.12,17.09,3.69,3.58,Phra Khanong,Khlong Toei,738,15,1,1,1,0,0,1,0,0
189043.79,Ekkamai Road,4.65,3,18.74,1.47,2.88,Phra Khanong,Khlong Toei,460,15,1,1,1,0,1,1,0,0
125627.5,Ekkamai Road,1.39,3.89,18.51,2.4,4.09,Phra Khanong,Khlong Toei,478,8,1,1,0,0,1,1,0,0
88136.4,Ekkamai Road,1.51,4.16,18.08,2.64,4.07,Phra Khanong,Khlong Toei,1432,13,0,1,1,0,0,0,1,0
136908.2,Ekkamai Road,3.63,2.05,19.79,0.56,2.99,Khlong Tan,Khlong Toei,224,11,1,1,1,0,1,1,0,0
104000,Ekkamai Road,3.46,1.9,19.97,0.47,2.84,Khlong Tan,Khlong Toei,81,32,0,1,0,0,0,1,0,0
135176.33,Ekkamai Road,4.02,2.4,19.36,0.86,3.33,Khlong Tan,Khlong Toei,138,10,1,1,1,1,1,1,0,0
174359.5,Ekkamai Road,4.42,2.84,19.11,1.32,3.17,Khlong Tan,Khlong Toei,449,4,0,1,1,1,0,0,0,0
140625,Ekkamai Road,4.37,2.77,19.11,1.24,3.06,Khlong Tan,Khlong Toei,78,17,0,1,1,0,1,1,0,0
224972,Ekkamai Road,0.83,3.42,18.64,1.91,3.53,Phra Khanong,Khlong Toei,229,4,1,1,1,0,0,0,0,0
140000,Ekkamai Road,4.53,2.89,18.87,1.36,2.88,Phra Khanong,Khlong Toei,76,16,0,1,0,0,0,1,0,0
165729,Ekkamai Road,0.88,3.54,18.48,2.02,3.53,Phra Khanong,Khlong Toei,272,5,0,1,1,0,1,1,0,0
108585,Ekkamai Road,1.21,3.95,18.01,2.41,3.63,Phra Khanong,Khlong Toei,69,17,0,1,0,0,0,1,0,0
134614.5,Ekkamai Road,0.84,3.6,18.23,2.07,3.26,Phra Khanong,Khlong Toei,303,17,0,1,0,0,1,1,0,0
142268.2,Ekkamai Road,1.65,4.4,17.58,2.87,3.91,Phra Khanong,Khlong Toei,70,16,0,1,1,1,1,1,0,0
129848.87,Ekkamai Road,2.26,0.65,16.97,3.49,4.31,Phra Khanong,Khlong Toei,612,6,1,1,1,0,1,1,0,0
119178.17,Ekkamai Road,0.7,3.4,16.9,0.6,1.8,Phra Khanong,Khlong Toei,356,7,0,1,1,1,0,0,0,0
186703,Ekkamai Road,1.3,3.3,17.4,1.2,1.9,Phra Khanong,Khlong Toei,582,2,1,0,0,0,0,0,0,0
167424.5,Ekkamai Road,0.5,3.7,18.5,1.2,0.5,Khlong Tan,Khlong Toei,24,6,0,1,1,0,1,1,0,0
98174,Ekkamai Road,0.9,2.6,17.78,5.6,0.7,Phra Khanong,Khlong Toei,137,32,0,1,0,0,0,1,0,0
84762,Ekkamai Road,0.3,2,19.57,1,1.1,Khlong Tan,Khlong Toei,15,43,1,1,1,0,1,1,0,0
117073,Ekkamai Road,0.6,2.3,19.57,0.5,1.4,Khlong Tan,Khlong Toei,76,43,0,1,0,0,0,1,0,0
88496.38,Ekkamai Road,0.5,4.1,17,1,1.2,Phra Khanong,Khlong Toei,837,11,1,1,1,0,1,1,0,0
154100.73,Ekkamai Road,0.1,4.4,17.5,1.4,0.6,Phra Khanong,Khlong Toei,486,11,1,1,1,0,1,1,0,0
83806,Ekkamai Road,0.4,4,18,1.2,0.3,Phra Khanong,Khlong Toei,280,15,1,1,1,0,1,1,0,0
142086.25,Ekkamai Road,0.1,2.7,19.1,1,1.1,Khlong Tan,Khlong Toei,656,11,1,1,1,0,1,1,0,0
109910.77,Ekkamai Road,0.6,2.4,20,0.6,1.4,Khlong Tan,Khlong Toei,329,16,0,1,1,0,1,1,0,0
181713.89,Ekkamai Road,0.3,2.1,19.8,0.3,0.9,Khlong Toei,Khlong Toei,243,12,1,1,1,0,1,1,0,0
311507.62,Ekkamai Road,0.4,2.5,19.3,0.9,1,Khlong Tan,Khlong Toei,197,6,0,1,1,1,0,0,0,0
106502.2,Ekkamai Road,1.13,3.88,18.03,2.34,3.52,Phra Khanong,Khlong Toei,449,15,0,1,1,0,1,1,0,0
176506.85,Ekkamai Road,4.41,2.81,19.06,1.28,3.05,Phra Khanong,Khlong Toei,496,8,1,1,1,0,0,1,1,0
137309,Ekkamai Road,1.26,4.01,17.95,2.47,3.66,Phra Khanong,Khlong Toei,304,4,0,1,1,1,1,1,0,0
103699.67,Ekkamai Road,2.67,0.2,17.12,3.84,3.78,Phra Khanong,Khlong Toei,434,6,0,1,0,0,0,1,0,0
107145.25,Ekkamai Road,2.61,0.12,17.14,3.78,3.71,Phra Khanong,Khlong Toei,415,5,1,1,0,0,1,1,0,0
